TAX=1,PREMIUM=1,MANDATE=4,453120
TAX=1,PREMIUM=1,MANDATE=5,429373
TAX=1,PREMIUM=2,MANDATE=0,6943819
TAX=1,PREMIUM=2,MANDATE=1,1726368
TAX=1,PREMIUM=2,MANDATE=2,832411
TAX=1,PREMIUM=2,MANDATE=3,576954
TAX=1,PREMIUM=2,MANDATE=4,437517
TAX=1,PREMIUM=2,MANDATE=5,482931
TAX=1,PREMIUM=3,MANDATE=0,7128046
TAX=1,PREMIUM=3,MANDATE=1,1680694
TAX=1,PREMIUM=3,MANDATE=2,769748
TAX=1,PREMIUM=3,MANDATE=3,517414
TAX=1,PREMIUM=3,MANDATE=4,486780
TAX=1,PREMIUM=3,MANDATE=5,417318
TAX=1,PREMIUM=4,MANDATE=0,7311961
TAX=1,PREMIUM=4,MANDATE=1,1626975
TAX=1,PREMIUM=4,MANDATE=2,721862
TAX=1,PREMIUM=4,MANDATE=3,522179
TAX=1,PREMIUM=4,MANDATE=4,453050
TAX=1,PREMIUM=4,MANDATE=5,363973
TAX=1,PREMIUM=5,MANDATE=0,7509740
TAX=1,PREMIUM=5,MANDATE=1,1571638
TAX=1,PREMIUM=5,MANDATE=2,676636
TAX=1,PREMIUM=5,MANDATE=3,476668
TAX=1,PREMIUM=5,MANDATE=4,376818
TAX=1,PREMIUM=5,MANDATE=5,388500
TAX=1,PREMIUM=6,MANDATE=0,7727429
TAX=1,PREMIUM=6,MANDATE=1,1517359
TAX=1,PREMIUM=6,MANDATE=2,591113
TAX=1,PREMIUM=6,MANDATE=3,417277
TAX=1,PREMIUM=6,MANDATE=4,374485
TAX=1,PREMIUM=6,MANDATE=5,372337
TAX=1,PREMIUM=7,MANDATE=0,8045305
TAX=1,PREMIUM=7,MANDATE=1,1453510
TAX=1,PREMIUM=7,MANDATE=2,522257
TAX=1,PREMIUM=7,MANDATE=3,387671
TAX=1,PREMIUM=7,MANDATE=4,321774
TAX=1,PREMIUM=7,MANDATE=5,269483
TAX=1,PREMIUM=8,MANDATE=0,8339557
TAX=1,PREMIUM=8,MANDATE=1,1386069
TAX=1,PREMIUM=8,MANDATE=2,471194
TAX=1,PREMIUM=8,MANDATE=3,292073
TAX=1,PREMIUM=8,MANDATE=4,259531
TAX=1,PREMIUM=8,MANDATE=5,251576
TAX=1,PREMIUM=9,MANDATE=0,8734531
TAX=1,PREMIUM=9,MANDATE=1,1318616
TAX=1,PREMIUM=9,MANDATE=2,416581
TAX=1,PREMIUM=9,MANDATE=3,223729
TAX=1,PREMIUM=9,MANDATE=4,149352
TAX=1,PREMIUM=9,MANDATE=5,157191
TAX=1,PREMIUM=10,MANDATE=0,9108254
TAX=1,PREMIUM=10,MANDATE=1,1254242
TAX=1,PREMIUM=10,MANDATE=2,346303
TAX=1,PREMIUM=10,MANDATE=3,159671
TAX=1,PREMIUM=10,MANDATE=4,84120
TAX=1,PREMIUM=10,MANDATE=5,47410
TAX=2,PREMIUM=0,MANDATE=0,6994845
TAX=2,PREMIUM=0,MANDATE=1,1605686
TAX=2,PREMIUM=0,MANDATE=2,838604
TAX=2,PREMIUM=0,MANDATE=3,651699
TAX=2,PREMIUM=0,MANDATE=4,459280
TAX=2,PREMIUM=0,MANDATE=5,449886
TAX=2,PREMIUM=1,MANDATE=0,6953231
TAX=2,PREMIUM=1,MANDATE=1,1716866
TAX=2,PREMIUM=1,MANDATE=2,819545
TAX=2,PREMIUM=1,MANDATE=3,579871
TAX=2,PREMIUM=1,MANDATE=4,441897
TAX=2,PREMIUM=1,MANDATE=5,488590
TAX=2,PREMIUM=2,MANDATE=0,7109460
TAX=2,PREMIUM=2,MANDATE=1,1699095
TAX=2,PREMIUM=2,MANDATE=2,764014
TAX=2,PREMIUM=2,MANDATE=3,512799
TAX=2,PREMIUM=2,MANDATE=4,491848
TAX=2,PREMIUM=2,MANDATE=5,422784
TAX=2,PREMIUM=3,MANDATE=0,7269080
TAX=2,PREMIUM=3,MANDATE=1,1662731
TAX=2,PREMIUM=3,MANDATE=2,718311
TAX=2,PREMIUM=3,MANDATE=3,523542
TAX=2,PREMIUM=3,MANDATE=4,449588
TAX=2,PREMIUM=3,MANDATE=5,376748
TAX=2,PREMIUM=4,MANDATE=0,7452638
TAX=2,PREMIUM=4,MANDATE=1,1619449
TAX=2,PREMIUM=4,MANDATE=2,682015
TAX=2,PREMIUM=4,MANDATE=3,481943
TAX=2,PREMIUM=4,MANDATE=4,427330
TAX=2,PREMIUM=4,MANDATE=5,336625
TAX=2,PREMIUM=5,MANDATE=0,7621458
TAX=2,PREMIUM=5,MANDATE=1,1578680
TAX=2,PREMIUM=5,MANDATE=2,613714
TAX=2,PREMIUM=5,MANDATE=3,442325
TAX=2,PREMIUM=5,MANDATE=4,347058
TAX=2,PREMIUM=5,MANDATE=5,396765
TAX=2,PREMIUM=6,MANDATE=0,7844405
TAX=2,PREMIUM=6,MANDATE=1,1530854
TAX=2,PREMIUM=6,MANDATE=2,542249
TAX=2,PREMIUM=6,MANDATE=3,392951
TAX=2,PREMIUM=6,MANDATE=4,351914
TAX=2,PREMIUM=6,MANDATE=5,337627
TAX=2,PREMIUM=7,MANDATE=0,8114574
TAX=2,PREMIUM=7,MANDATE=1,1474370
TAX=2,PREMIUM=7,MANDATE=2,484047
TAX=2,PREMIUM=7,MANDATE=3,352923
TAX=2,PREMIUM=7,MANDATE=4,280129
TAX=2,PREMIUM=7,MANDATE=5,293957
TAX=2,PREMIUM=8,MANDATE=0,8428622
TAX=2,PREMIUM=8,MANDATE=1,1415413
TAX=2,PREMIUM=8,MANDATE=2,445484
TAX=2,PREMIUM=8,MANDATE=3,261310
TAX=2,PREMIUM=8,MANDATE=4,242430
TAX=2,PREMIUM=8,MANDATE=5,206741
TAX=2,PREMIUM=9,MANDATE=0,8766935
TAX=2,PREMIUM=9,MANDATE=1,1357746
TAX=2,PREMIUM=9,MANDATE=2,393470
TAX=2,PREMIUM=9,MANDATE=3,209786
TAX=2,PREMIUM=9,MANDATE=4,136396
TAX=2,PREMIUM=9,MANDATE=5,135667
TAX=2,PREMIUM=10,MANDATE=0,9089037
TAX=2,PREMIUM=10,MANDATE=1,1302480
TAX=2,PREMIUM=10,MANDATE=2,330405
TAX=2,PREMIUM=10,MANDATE=3,152712
TAX=2,PREMIUM=10,MANDATE=4,80506
TAX=2,PREMIUM=10,MANDATE=5,44860
TAX=3,PREMIUM=0,MANDATE=0,7147357
TAX=3,PREMIUM=0,MANDATE=1,1545711
TAX=3,PREMIUM=0,MANDATE=2,789920
TAX=3,PREMIUM=0,MANDATE=3,548984
TAX=3,PREMIUM=0,MANDATE=4,474436
TAX=3,PREMIUM=0,MANDATE=5,493592
TAX=3,PREMIUM=1,MANDATE=0,7142674
TAX=3,PREMIUM=1,MANDATE=1,1660911
TAX=3,PREMIUM=1,MANDATE=2,752163
TAX=3,PREMIUM=1,MANDATE=3,520917
TAX=3,PREMIUM=1,MANDATE=4,498009
TAX=3,PREMIUM=1,MANDATE=5,425326
TAX=3,PREMIUM=2,MANDATE=0,7273775
TAX=3,PREMIUM=2,MANDATE=1,1649327
TAX=3,PREMIUM=2,MANDATE=2,717738
TAX=3,PREMIUM=2,MANDATE=3,526605
TAX=3,PREMIUM=2,MANDATE=4,452837
TAX=3,PREMIUM=2,MANDATE=5,379718
TAX=3,PREMIUM=3,MANDATE=0,7426812
TAX=3,PREMIUM=3,MANDATE=1,1627175
TAX=3,PREMIUM=3,MANDATE=2,684023
TAX=3,PREMIUM=3,MANDATE=3,488019
TAX=3,PREMIUM=3,MANDATE=4,439041
TAX=3,PREMIUM=3,MANDATE=5,334930
TAX=3,PREMIUM=4,MANDATE=0,7565840
TAX=3,PREMIUM=4,MANDATE=1,1597771
TAX=3,PREMIUM=4,MANDATE=2,631455
TAX=3,PREMIUM=4,MANDATE=3,454405
TAX=3,PREMIUM=4,MANDATE=4,338695
TAX=3,PREMIUM=4,MANDATE=5,411834
TAX=3,PREMIUM=5,MANDATE=0,7741545
TAX=3,PREMIUM=5,MANDATE=1,1562302
TAX=3,PREMIUM=5,MANDATE=2,560887
TAX=3,PREMIUM=5,MANDATE=3,402605
TAX=3,PREMIUM=5,MANDATE=4,367792
TAX=3,PREMIUM=5,MANDATE=5,364869
TAX=3,PREMIUM=6,MANDATE=0,8009755
TAX=3,PREMIUM=6,MANDATE=1,1519096
TAX=3,PREMIUM=6,MANDATE=2,507640
TAX=3,PREMIUM=6,MANDATE=3,379389
TAX=3,PREMIUM=6,MANDATE=4,324186
TAX=3,PREMIUM=6,MANDATE=5,259934
TAX=3,PREMIUM=7,MANDATE=0,8215472
TAX=3,PREMIUM=7,MANDATE=1,1469993
TAX=3,PREMIUM=7,MANDATE=2,463739
TAX=3,PREMIUM=7,MANDATE=3,313426
TAX=3,PREMIUM=7,MANDATE=4,258025
TAX=3,PREMIUM=7,MANDATE=5,279345
TAX=3,PREMIUM=8,MANDATE=0,8509703
TAX=3,PREMIUM=8,MANDATE=1,1422779
TAX=3,PREMIUM=8,MANDATE=2,426005
TAX=3,PREMIUM=8,MANDATE=3,239477
TAX=3,PREMIUM=8,MANDATE=4,215472
TAX=3,PREMIUM=8,MANDATE=5,186564
TAX=3,PREMIUM=9,MANDATE=0,8808435
TAX=3,PREMIUM=9,MANDATE=1,1371072
TAX=3,PREMIUM=9,MANDATE=2,378304
TAX=3,PREMIUM=9,MANDATE=3,201222
TAX=3,PREMIUM=9,MANDATE=4,128566
TAX=3,PREMIUM=9,MANDATE=5,112401
TAX=3,PREMIUM=10,MANDATE=0,9077585
TAX=3,PREMIUM=10,MANDATE=1,1325796
TAX=3,PREMIUM=10,MANDATE=2,323532
TAX=3,PREMIUM=10,MANDATE=3,150048
TAX=3,PREMIUM=10,MANDATE=4,78924
TAX=3,PREMIUM=10,MANDATE=5,44115
TAX=4,PREMIUM=0,MANDATE=0,7366136
TAX=4,PREMIUM=0,MANDATE=1,1479579
TAX=4,PREMIUM=0,MANDATE=2,716788
TAX=4,PREMIUM=0,MANDATE=3,527809
TAX=4,PREMIUM=0,MANDATE=4,483684
TAX=4,PREMIUM=0,MANDATE=5,426004
TAX=4,PREMIUM=1,MANDATE=0,7335366
TAX=4,PREMIUM=1,MANDATE=1,1595149
TAX=4,PREMIUM=1,MANDATE=2,702501
TAX=4,PREMIUM=1,MANDATE=3,529457
TAX=4,PREMIUM=1,MANDATE=4,463576
TAX=4,PREMIUM=1,MANDATE=5,373951
TAX=4,PREMIUM=2,MANDATE=0,7458378
TAX=4,PREMIUM=2,MANDATE=1,1598061
TAX=4,PREMIUM=2,MANDATE=2,679524
TAX=4,PREMIUM=2,MANDATE=3,488544
TAX=4,PREMIUM=2,MANDATE=4,434429
TAX=4,PREMIUM=2,MANDATE=5,341064
TAX=4,PREMIUM=3,MANDATE=0,7566462
TAX=4,PREMIUM=3,MANDATE=1,1585666
TAX=4,PREMIUM=3,MANDATE=2,631690
TAX=4,PREMIUM=3,MANDATE=3,459040
TAX=4,PREMIUM=3,MANDATE=4,341252
TAX=4,PREMIUM=3,MANDATE=5,415890
TAX=4,PREMIUM=4,MANDATE=0,7714559
TAX=4,PREMIUM=4,MANDATE=1,1565515
TAX=4,PREMIUM=4,MANDATE=2,569436
TAX=4,PREMIUM=4,MANDATE=3,411659
TAX=4,PREMIUM=4,MANDATE=4,370130
TAX=4,PREMIUM=4,MANDATE=5,368701
TAX=4,PREMIUM=5,MANDATE=0,7929116
TAX=4,PREMIUM=5,MANDATE=1,1533192
TAX=4,PREMIUM=5,MANDATE=2,523147
TAX=4,PREMIUM=5,MANDATE=3,385244
TAX=4,PREMIUM=5,MANDATE=4,337840
TAX=4,PREMIUM=5,MANDATE=5,291461
TAX=4,PREMIUM=6,MANDATE=0,8105615
TAX=4,PREMIUM=6,MANDATE=1,1495990
TAX=4,PREMIUM=6,MANDATE=2,479156
TAX=4,PREMIUM=6,MANDATE=3,350233
TAX=4,PREMIUM=6,MANDATE=4,277098
TAX=4,PREMIUM=6,MANDATE=5,291908
TAX=4,PREMIUM=7,MANDATE=0,8315814
TAX=4,PREMIUM=7,MANDATE=1,1457482
TAX=4,PREMIUM=7,MANDATE=2,449509
TAX=4,PREMIUM=7,MANDATE=3,278983
TAX=4,PREMIUM=7,MANDATE=4,252400
TAX=4,PREMIUM=7,MANDATE=5,245812
TAX=4,PREMIUM=8,MANDATE=0,8574167
TAX=4,PREMIUM=8,MANDATE=1,1417005
TAX=4,PREMIUM=8,MANDATE=2,411443
TAX=4,PREMIUM=8,MANDATE=3,226327
TAX=4,PREMIUM=8,MANDATE=4,185805
TAX=4,PREMIUM=8,MANDATE=5,185253
TAX=4,PREMIUM=9,MANDATE=0,8848069
TAX=4,PREMIUM=9,MANDATE=1,1375790
TAX=4,PREMIUM=9,MANDATE=2,368508
TAX=4,PREMIUM=9,MANDATE=3,193349
TAX=4,PREMIUM=9,MANDATE=4,122341
TAX=4,PREMIUM=9,MANDATE=5,91943
TAX=4,PREMIUM=10,MANDATE=0,9069810
TAX=4,PREMIUM=10,MANDATE=1,1338193
TAX=4,PREMIUM=10,MANDATE=2,321419
TAX=4,PREMIUM=10,MANDATE=3,148898
TAX=4,PREMIUM=10,MANDATE=4,78205
TAX=4,PREMIUM=10,MANDATE=5,43475
TAX=5,PREMIUM=0,MANDATE=0,7601505
TAX=5,PREMIUM=0,MANDATE=1,1413794
TAX=5,PREMIUM=0,MANDATE=2,669787
TAX=5,PREMIUM=0,MANDATE=3,500170
TAX=5,PREMIUM=0,MANDATE=4,462921
TAX=5,PREMIUM=0,MANDATE=5,351823
TAX=5,PREMIUM=1,MANDATE=0,7541130
TAX=5,PREMIUM=1,MANDATE=1,1533082
TAX=5,PREMIUM=1,MANDATE=2,653268
TAX=5,PREMIUM=1,MANDATE=3,481762
TAX=5,PREMIUM=1,MANDATE=4,390569
TAX=5,PREMIUM=1,MANDATE=5,400189
TAX=5,PREMIUM=2,MANDATE=0,7632469
TAX=5,PREMIUM=2,MANDATE=1,1544007
TAX=5,PREMIUM=2,MANDATE=2,611718
TAX=5,PREMIUM=2,MANDATE=3,452812
TAX=5,PREMIUM=2,MANDATE=4,353043
TAX=5,PREMIUM=2,MANDATE=5,405951
TAX=5,PREMIUM=3,MANDATE=0,7744396
TAX=5,PREMIUM=3,MANDATE=1,1538110
TAX=5,PREMIUM=3,MANDATE=2,564000
TAX=5,PREMIUM=3,MANDATE=3,408436
TAX=5,PREMIUM=3,MANDATE=4,375079
TAX=5,PREMIUM=3,MANDATE=5,369979
TAX=5,PREMIUM=4,MANDATE=0,7931594
TAX=5,PREMIUM=4,MANDATE=1,1518566
TAX=5,PREMIUM=4,MANDATE=2,525010
TAX=5,PREMIUM=4,MANDATE=3,390875
TAX=5,PREMIUM=4,MANDATE=4,340541
TAX=5,PREMIUM=4,MANDATE=5,293414
TAX=5,PREMIUM=5,MANDATE=0,8077867
TAX=5,PREMIUM=5,MANDATE=1,1495476
TAX=5,PREMIUM=5,MANDATE=2,487549
TAX=5,PREMIUM=5,MANDATE=3,363977
TAX=5,PREMIUM=5,MANDATE=4,291002
TAX=5,PREMIUM=5,MANDATE=5,284129
TAX=5,PREMIUM=6,MANDATE=0,8244022
TAX=5,PREMIUM=6,MANDATE=1,1464918
TAX=5,PREMIUM=6,MANDATE=2,459873
TAX=5,PREMIUM=6,MANDATE=3,302902
TAX=5,PREMIUM=6,MANDATE=4,257447
TAX=5,PREMIUM=6,MANDATE=5,270838
TAX=5,PREMIUM=7,MANDATE=0,8463427
TAX=5,PREMIUM=7,MANDATE=1,1437376
TAX=5,PREMIUM=7,MANDATE=2,432144
TAX=5,PREMIUM=7,MANDATE=3,248471
TAX=5,PREMIUM=7,MANDATE=4,229570
TAX=5,PREMIUM=7,MANDATE=5,189012
TAX=5,PREMIUM=8,MANDATE=0,8657315
TAX=5,PREMIUM=8,MANDATE=1,1404596
TAX=5,PREMIUM=8,MANDATE=2,398026
TAX=5,PREMIUM=8,MANDATE=3,217519
TAX=5,PREMIUM=8,MANDATE=4,154475
TAX=5,PREMIUM=8,MANDATE=5,168069
TAX=5,PREMIUM=9,MANDATE=0,8880855
TAX=5,PREMIUM=9,MANDATE=1,1374173
TAX=5,PREMIUM=9,MANDATE=2,361378
TAX=5,PREMIUM=9,MANDATE=3,187132
TAX=5,PREMIUM=9,MANDATE=4,115572
TAX=5,PREMIUM=9,MANDATE=5,80890
TAX=5,PREMIUM=10,MANDATE=0,9065981
TAX=5,PREMIUM=10,MANDATE=1,1344785
TAX=5,PREMIUM=10,MANDATE=2,319880
TAX=5,PREMIUM=10,MANDATE=3,148518
TAX=5,PREMIUM=10,MANDATE=4,78127
TAX=5,PREMIUM=10,MANDATE=5,42709
TAX=6,PREMIUM=0,MANDATE=0,7839626
TAX=6,PREMIUM=0,MANDATE=1,1356005
TAX=6,PREMIUM=0,MANDATE=2,586571
TAX=6,PREMIUM=0,MANDATE=3,446180
TAX=6,PREMIUM=0,MANDATE=4,353620
TAX=6,PREMIUM=0,MANDATE=5,417998
TAX=6,PREMIUM=1,MANDATE=0,7768579
TAX=6,PREMIUM=1,MANDATE=1,1469578
TAX=6,PREMIUM=1,MANDATE=2,559549
TAX=6,PREMIUM=1,MANDATE=3,424927
TAX=6,PREMIUM=1,MANDATE=4,388201
TAX=6,PREMIUM=1,MANDATE=5,389166
TAX=6,PREMIUM=2,MANDATE=0,7865171
TAX=6,PREMIUM=2,MANDATE=1,1478096
TAX=6,PREMIUM=2,MANDATE=2,537590
TAX=6,PREMIUM=2,MANDATE=3,404709
TAX=6,PREMIUM=2,MANDATE=4,365378
TAX=6,PREMIUM=2,MANDATE=5,349056
TAX=6,PREMIUM=3,MANDATE=0,8021702
TAX=6,PREMIUM=3,MANDATE=1,1475405
TAX=6,PREMIUM=3,MANDATE=2,511715
TAX=6,PREMIUM=3,MANDATE=3,392205
TAX=6,PREMIUM=3,MANDATE=4,333391
TAX=6,PREMIUM=3,MANDATE=5,265582
TAX=6,PREMIUM=4,MANDATE=0,8113365
TAX=6,PREMIUM=4,MANDATE=1,1463366
TAX=6,PREMIUM=4,MANDATE=2,484630
TAX=6,PREMIUM=4,MANDATE=3,359459
TAX=6,PREMIUM=4,MANDATE=4,282699
TAX=6,PREMIUM=4,MANDATE=5,296481
TAX=6,PREMIUM=5,MANDATE=0,8246419
TAX=6,PREMIUM=5,MANDATE=1,1448129
TAX=6,PREMIUM=5,MANDATE=2,464450
TAX=6,PREMIUM=5,MANDATE=3,307131
TAX=6,PREMIUM=5,MANDATE=4,259950
TAX=6,PREMIUM=5,MANDATE=5,273921
TAX=6,PREMIUM=6,MANDATE=0,8417099
TAX=6,PREMIUM=6,MANDATE=1,1429526
TAX=6,PREMIUM=6,MANDATE=2,442445
TAX=6,PREMIUM=6,MANDATE=3,262199
TAX=6,PREMIUM=6,MANDATE=4,243161
TAX=6,PREMIUM=6,MANDATE=5,205570
TAX=6,PREMIUM=7,MANDATE=0,8569279
TAX=6,PREMIUM=7,MANDATE=1,1411148
TAX=6,PREMIUM=7,MANDATE=2,416071
TAX=6,PREMIUM=7,MANDATE=3,229757
TAX=6,PREMIUM=7,MANDATE=4,187994
TAX=6,PREMIUM=7,MANDATE=5,185751
TAX=6,PREMIUM=8,MANDATE=0,8747231
TAX=6,PREMIUM=8,MANDATE=1,1386660
TAX=6,PREMIUM=8,MANDATE=2,388413
TAX=6,PREMIUM=8,MANDATE=3,208579
TAX=6,PREMIUM=8,MANDATE=4,134336
TAX=6,PREMIUM=8,MANDATE=5,134781
TAX=6,PREMIUM=9,MANDATE=0,8913439
TAX=6,PREMIUM=9,MANDATE=1,1365231
TAX=6,PREMIUM=9,MANDATE=2,354127
TAX=6,PREMIUM=9,MANDATE=3,182930
TAX=6,PREMIUM=9,MANDATE=4,110361
TAX=6,PREMIUM=9,MANDATE=5,73912
TAX=6,PREMIUM=10,MANDATE=0,9061431
TAX=6,PREMIUM=10,MANDATE=1,1343739
TAX=6,PREMIUM=10,MANDATE=2,322363
TAX=6,PREMIUM=10,MANDATE=3,150247
TAX=6,PREMIUM=10,MANDATE=4,79011
TAX=6,PREMIUM=10,MANDATE=5,43209
TAX=7,PREMIUM=0,MANDATE=0,8180728
TAX=7,PREMIUM=0,MANDATE=1,1286560
TAX=7,PREMIUM=0,MANDATE=2,497615
TAX=7,PREMIUM=0,MANDATE=3,386476
TAX=7,PREMIUM=0,MANDATE=4,347282
TAX=7,PREMIUM=0,MANDATE=5,301339
TAX=7,PREMIUM=1,MANDATE=0,8111568
TAX=7,PREMIUM=1,MANDATE=1,1393314
TAX=7,PREMIUM=1,MANDATE=2,486971
TAX=7,PREMIUM=1,MANDATE=3,393630
TAX=7,PREMIUM=1,MANDATE=4,333330
TAX=7,PREMIUM=1,MANDATE=5,281187
TAX=7,PREMIUM=2,MANDATE=0,8149174
TAX=7,PREMIUM=2,MANDATE=1,1404493
TAX=7,PREMIUM=2,MANDATE=2,478436
TAX=7,PREMIUM=2,MANDATE=3,367824
TAX=7,PREMIUM=2,MANDATE=4,292766
TAX=7,PREMIUM=2,MANDATE=5,307307
TAX=7,PREMIUM=3,MANDATE=0,8236191
TAX=7,PREMIUM=3,MANDATE=1,1404802
TAX=7,PREMIUM=3,MANDATE=2,467591
TAX=7,PREMIUM=3,MANDATE=3,328893
TAX=7,PREMIUM=3,MANDATE=4,271272
TAX=7,PREMIUM=3,MANDATE=5,291251
TAX=7,PREMIUM=4,MANDATE=0,8331181
TAX=7,PREMIUM=4,MANDATE=1,1402355
TAX=7,PREMIUM=4,MANDATE=2,455779
TAX=7,PREMIUM=4,MANDATE=3,292159
TAX=7,PREMIUM=4,MANDATE=4,264568
TAX=7,PREMIUM=4,MANDATE=5,253958
TAX=7,PREMIUM=5,MANDATE=0,8473750
TAX=7,PREMIUM=5,MANDATE=1,1395524
TAX=7,PREMIUM=5,MANDATE=2,440393
TAX=7,PREMIUM=5,MANDATE=3,257479
TAX=7,PREMIUM=5,MANDATE=4,237749
TAX=7,PREMIUM=5,MANDATE=5,195105
TAX=7,PREMIUM=6,MANDATE=0,8577709
TAX=7,PREMIUM=6,MANDATE=1,1385106
TAX=7,PREMIUM=6,MANDATE=2,420290
TAX=7,PREMIUM=6,MANDATE=3,236150
TAX=7,PREMIUM=6,MANDATE=4,191666
TAX=7,PREMIUM=6,MANDATE=5,189079
TAX=7,PREMIUM=7,MANDATE=0,8705343
TAX=7,PREMIUM=7,MANDATE=1,1374151
TAX=7,PREMIUM=7,MANDATE=2,397989
TAX=7,PREMIUM=7,MANDATE=3,219777
TAX=7,PREMIUM=7,MANDATE=4,146101
TAX=7,PREMIUM=7,MANDATE=5,156639
TAX=7,PREMIUM=8,MANDATE=0,8842788
TAX=7,PREMIUM=8,MANDATE=1,1362310
TAX=7,PREMIUM=8,MANDATE=2,376489
TAX=7,PREMIUM=8,MANDATE=3,199302
TAX=7,PREMIUM=8,MANDATE=4,125547
TAX=7,PREMIUM=8,MANDATE=5,93564
TAX=7,PREMIUM=9,MANDATE=0,8944220
TAX=7,PREMIUM=9,MANDATE=1,1350220
TAX=7,PREMIUM=9,MANDATE=2,350303
TAX=7,PREMIUM=9,MANDATE=3,178100
TAX=7,PREMIUM=9,MANDATE=4,106985
TAX=7,PREMIUM=9,MANDATE=5,70172
TAX=7,PREMIUM=10,MANDATE=0,9059181
TAX=7,PREMIUM=10,MANDATE=1,1336028
TAX=7,PREMIUM=10,MANDATE=2,326915
TAX=7,PREMIUM=10,MANDATE=3,153105
TAX=7,PREMIUM=10,MANDATE=4,80268
TAX=7,PREMIUM=10,MANDATE=5,44503
TAX=8,PREMIUM=0,MANDATE=0,8517831
TAX=8,PREMIUM=0,MANDATE=1,1211188
TAX=8,PREMIUM=0,MANDATE=2,434946
